Head_x,Head_y,ElbowRight_x,ElbowRight_y,ElbowLeft_x,ElbowLeft_y,HandRight_x,HandRight_y,HandLeft_x,HandLeft_y,KneeRight_x,KneeRight_y,KneeLeft_x,KneeLeft_y,FootRight_x,FootRight_y,FootLeft_x,FootLeft_y,SpineBase_x,SpineBase_y,SpineShoulder_x,SpineShoulder_y,
-0.0641,-0.66245,-0.25067,-0.2342,0.07693,-0.23179,-0.31797,-0.05534,-0.01215,-0.21548,-0.25857,0.22002,0.17369,0.27557,-0.34298,0.56533,0.0342,0.45148,0.03123,-0.06795,-0.02727,-0.4212,
-0.05712,-0.66832,-0.21609,-0.25016,0.0807,-0.2167,-0.32582,-0.04877,0.14143,-0.06882,-0.24666,0.22251,0.12678,0.27512,-0.35668,0.55937,0.17506,0.68055,0.04137,-0.07087,-0.02727,-0.4212,
0.05557,-0.66832,-0.16899,-0.2091,0.08983,-0.22028,-0.34278,-0.04435,0.12643,-0.07402,-0.26483,0.23233,0.153,0.23776,-0.34412,0.54523,0.12537,0.70034,-0.00294,-0.05135,0.01899,-0.46074,
0.07585,-0.63764,-0.23041,-0.24701,0.10229,-0.18441,-0.34381,-0.05109,0.07803,-0.04847,-0.26804,0.27536,0.14109,0.25706,-0.34206,0.52969,0.13843,0.73219,0.01355,-0.08507,0.03992,-0.38968,
0.03925,-0.65768,-0.2704,-0.21807,0.06442,-0.23526,-0.31708,-0.09428,-0.1947,-0.3488,-0.24666,0.30163,0.10382,0.23902,-0.31004,0.54309,0.13563,0.76514,0.0404,-0.08007,0.03992,-0.38968,
0.04388,-0.65909,-0.30525,-0.20531,-0.08225,-0.42287,-0.33991,-0.09438,-0.22538,-0.393,-0.27401,0.33521,0.112,0.19294,-0.30386,0.55237,0.1526,0.7947,0.00977,-0.11505,0.03992,-0.38968,
0.041,-0.63917,-0.32677,-0.38172,-0.07039,-0.42103,-0.36099,-0.0909,-0.26398,-0.37209,-0.22675,0.33654,0.08686,0.19485,-0.29317,0.56033,0.18872,0.82118,-0.0181,-0.10015,-0.01688,-0.51008,
0.00938,-0.62537,-0.29599,-0.4125,-0.07592,-0.39947,-0.34567,-0.0965,-0.22016,-0.37272,-0.19944,0.36267,0.14835,0.2212,-0.23527,0.69011,0.30577,0.71548,-0.05779,-0.12357,-0.0311,-0.5401,
-0.02478,-0.65168,-0.26702,-0.45979,-0.08973,-0.39972,-0.3204,-0.10907,-0.25609,-0.38043,-0.17786,0.33516,0.14881,0.23365,-0.23585,0.69075,0.32198,0.73664,-0.0193,-0.10374,-0.0311,-0.5401,
0.00814,-0.60349,-0.2283,-0.41441,-0.13087,-0.44074,-0.33369,-0.16262,-0.26699,-0.38319,-0.17468,0.33439,0.17648,0.20115,-0.23817,0.67233,0.35048,0.72445,-0.03626,-0.06319,-0.0311,-0.5401,
-0.01636,-0.56687,-0.22317,-0.38902,-0.16908,-0.40634,-0.33864,-0.1805,-0.31429,-0.38643,-0.16589,0.33273,0.14026,0.22974,-0.2195,0.68796,0.36689,0.73697,-0.03781,-0.06247,-0.0311,-0.5401,
0.00279,-0.56786,-0.2554,-0.39446,-0.12806,-0.39897,-0.35447,-0.16229,-0.36355,-0.38341,-0.12905,0.31573,0.14461,0.25309,-0.11217,0.73032,0.40252,0.78606,-0.02994,-0.0839,-0.0311,-0.5401,
-0.04429,-0.6,-0.22843,-0.42749,0.10324,-0.26815,-0.3436,-0.16576,0.1654,-0.01195,-0.13232,0.29426,-0.03526,0.25182,-0.11634,0.72624,0.43533,0.77322,-0.05016,-0.11158,-0.0311,-0.5401,
-0.03299,-0.57409,-0.24619,-0.38007,0.24953,-0.29137,-0.33607,-0.12945,0.40683,0.05712,-0.13998,0.29901,-0.01275,0.24884,-0.10614,0.76873,0.42058,0.73415,-0.08754,-0.10183,-0.0311,-0.5401,
-0.03635,-0.59548,-0.24753,-0.33377,0.23949,-0.28377,-0.38065,-0.13084,0.42379,0.06574,-0.17955,0.25669,0.12604,0.30758,-0.11087,0.79307,0.31361,0.75445,-0.0498,-0.08556,-0.0311,-0.5401,
-0.05916,-0.62457,-0.28833,-0.32402,0.20404,-0.31261,-0.31913,-0.0527,0.37593,-0.05044,-0.15412,0.25065,0.15627,0.25511,-0.11531,0.80664,0.29316,0.73796,-0.02921,-0.08744,-0.0311,-0.5401,
-0.10438,-0.59186,-0.25011,-0.29343,0.16774,-0.32336,-0.3308,-0.07428,0.3408,-0.06815,-0.20388,0.25469,0.18257,0.26946,-0.2844,0.71023,0.29416,0.7402,-0.07264,-0.10004,-0.0311,-0.5401,
-0.06148,-0.56458,-0.26313,-0.26117,0.18267,-0.32148,-0.36614,-0.05826,0.1391,-0.11703,-0.14104,0.24415,0.15591,0.24228,-0.25179,0.7014,0.28135,0.76025,-0.09351,-0.0784,-0.0311,-0.5401,
-0.07314,-0.57362,-0.18278,-0.3045,0.06079,-0.31733,-0.0821,-0.09506,0.14595,-0.14267,0.05355,0.20529,-0.02788,0.23813,-0.09358,0.74129,0.10801,0.76866,-0.11807,-0.04791,-0.0311,-0.5401,
-0.05639,-0.64178,-0.07789,-0.27287,0.08302,-0.29173,-0.06813,-0.13973,0.1314,-0.16264,0.06797,0.25469,-0.03171,0.25729,-0.06694,0.77817,0.1009,0.68285,-0.16047,-0.09021,-0.0311,-0.5401,
-0.01829,-0.62357,-0.06218,-0.2299,0.08599,-0.26084,-0.09307,-0.14862,0.0875,-0.14795,0.05288,0.21974,-0.05734,0.24967,-0.02486,0.775,0.13203,0.70218,-0.15077,-0.12957,-0.0311,-0.5401,
-0.04176,-0.66985,-0.07411,-0.20315,0.07211,-0.26366,-0.07679,-0.1695,0.09694,-0.12375,0.04416,0.26058,0.16254,0.23433,-0.12156,0.77399,0.26033,0.67915,-0.1598,-0.16871,-0.0311,-0.5401,
-0.05494,-0.67001,-0.028,-0.23794,0.0574,-0.22263,-0.15825,-0.05971,0.13519,-0.10963,0.09359,0.30538,0.17418,0.26386,-0.10143,0.77142,0.30205,0.63559,-0.1821,-0.14072,-0.0311,-0.5401,
-0.0568,-0.6899,0.01563,-0.27943,0.07273,-0.24508,-0.16252,-0.06371,0.1126,-0.07773,0.13324,0.33606,0.14004,0.24651,-0.10425,0.77203,0.28667,0.59062,-0.17349,-0.17222,-0.0311,-0.5401,
-0.04367,-0.69321,-0.00594,-0.28221,0.08031,-0.2617,-0.15556,-0.06687,-0.2259,-0.0537,0.10331,0.35316,-0.04063,0.25676,-0.06785,0.78682,0.10691,0.7152,-0.20211,-0.12475,0.0094,-0.5136,
0.00571,-0.68789,-0.1912,-0.28715,0.04849,-0.31048,-0.15044,-0.03651,-0.2438,-0.07017,0.08485,0.31298,-0.07297,0.25021,-0.11236,0.80351,0.08449,0.73107,-0.24465,-0.09436,-0.01688,-0.51008,
-0.01558,-0.67247,-0.20974,-0.296,0.03163,-0.26386,-0.33695,-0.07051,-0.23153,-0.10208,-0.07136,0.35137,-0.0484,0.29839,-0.10894,0.79196,0.11657,0.72761,-0.28163,-0.13389,-0.0311,-0.5401,
-0.00673,-0.70173,-0.24743,-0.34191,0.00956,-0.29733,-0.34329,-0.0576,-0.23093,-0.05499,-0.0533,0.3254,-0.04488,0.33315,-0.10987,0.76728,-0.05237,0.62649,-0.28963,-0.08782,-0.0311,-0.5401,
0.0072,-0.67312,-0.25033,-0.38779,-0.08569,-0.41115,-0.32871,-0.07105,-0.25092,-0.09589,-0.06254,0.37099,-0.0708,0.29396,-0.08406,0.79191,-0.06554,0.64126,-0.2536,-0.12029,-0.0311,-0.5401,
0.02355,-0.71362,-0.27381,-0.37597,-0.07593,-0.40186,-0.3498,-0.04901,-0.29525,-0.27229,-0.06035,0.3567,-0.11013,0.29334,-0.10527,0.7693,-0.08723,0.66923,-0.26256,-0.08139,-0.0311,-0.5401,
-0.06728,-0.67359,-0.29999,-0.37808,-0.06292,-0.41196,-0.41739,-0.32843,-0.28567,-0.25966,-0.06113,0.30242,-0.19272,0.14241,-0.05616,0.7725,-0.10882,0.64491,-0.23471,-0.07354,-0.0311,-0.5401,
-0.0682,-0.67545,-0.30694,-0.39478,-0.05372,-0.42179,-0.43437,-0.35735,-0.31448,-0.27849,-0.08479,0.29719,-0.17427,0.12158,-0.0694,0.74628,-0.13611,0.64544,-0.2448,-0.11593,-0.0311,-0.5401,
-0.08949,-0.68534,-0.28698,-0.41776,-0.0784,-0.40992,-0.39563,-0.35978,-0.35477,-0.31361,-0.07212,0.30242,-0.17504,0.10765,-0.10793,0.71579,-0.14085,0.68956,-0.27102,-0.07927,-0.0311,-0.5401,
-0.06562,-0.72226,-0.31224,-0.46364,-0.08039,-0.40728,-0.43776,-0.37178,-0.3562,-0.28621,-0.10128,0.28555,-0.20626,0.10404,-0.08871,0.66679,-0.1773,0.64224,-0.31996,-0.07407,-0.0311,-0.5401,
-0.0646,-0.69229,-0.3526,-0.48305,-0.1138,-0.37804,-0.45639,-0.37359,-0.3673,-0.27086,-0.10105,0.2861,-0.24712,0.05656,-0.09009,0.7046,-0.16179,0.60243,-0.28604,-0.08742,-0.0311,-0.5401,
-0.08155,-0.64567,-0.38753,-0.46492,-0.12774,-0.37639,-0.23325,-0.61037,-0.3344,-0.27329,-0.10744,0.29632,-0.20851,0.08671,-0.07975,0.68213,-0.12917,0.59637,-0.26972,-0.12355,-0.0307,-0.50405,
-0.11891,-0.65737,-0.43136,-0.47237,-0.11201,-0.38204,-0.24605,-0.58702,-0.06098,-0.61098,-0.13816,0.2923,-0.21733,0.08996,-0.25676,0.66996,-0.17626,0.60947,-0.30948,-0.14429,-0.02727,-0.4212,
-0.19172,-0.62456,-0.41283,-0.46265,-0.10254,-0.38652,-0.22105,-0.56388,-0.05828,-0.6464,-0.1629,0.26731,-0.16954,0.05618,-0.27339,0.69722,-0.16063,0.62403,-0.32903,-0.18801,-0.10227,-0.45084,
-0.36445,-0.49192,-0.41345,-0.41889,-0.08309,-0.39204,-0.23816,-0.56716,-0.03359,-0.57704,-0.14459,0.25346,-0.19072,0.10129,-0.28217,0.68586,-0.20261,0.5776,-0.32641,-0.23786,-0.22536,-0.34673,
-0.3402,-0.48523,-0.37466,-0.4531,-0.06411,-0.37219,-0.27155,-0.55314,-0.03962,-0.54339,-0.1461,0.25476,-0.19052,0.13488,-0.39933,0.51536,-0.23849,0.55369,-0.3199,-0.22111,-0.17479,-0.3304,
-0.30467,-0.48411,-0.40772,-0.42398,-0.0431,-0.36592,-0.26345,-0.51893,-0.05885,-0.575,-0.20889,0.19547,-0.173,0.12193,-0.40733,0.52994,-0.23347,0.60356,-0.32665,-0.239,-0.12176,-0.37648,
-0.25946,-0.48228,-0.36639,-0.43627,-0.05438,-0.33199,-0.2819,-0.48417,-0.03866,-0.57206,-0.23686,0.16935,-0.13131,0.11469,-0.41254,0.53863,-0.01767,0.59226,-0.29501,-0.26282,-0.12176,-0.37648,
-0.26357,-0.48897,-0.25078,-0.5556,-0.04104,-0.33614,-0.27542,-0.49192,-0.07919,-0.56441,-0.13678,0.31461,-0.15331,0.11801,-0.4024,0.52649,0.03309,0.42179,-0.29275,-0.23662,-0.12176,-0.37648,
-0.3068,-0.46186,-0.24326,-0.53358,-0.08464,-0.33025,-0.27359,-0.49502,-0.12966,-0.54433,-0.15127,0.3147,-0.13659,0.10965,-0.39709,0.53682,0.07724,0.40385,-0.29333,-0.26225,-0.12176,-0.37648,
-0.32178,-0.50704,-0.22497,-0.50561,-0.04696,-0.33627,-0.31249,-0.48974,-0.2669,-0.22863,-0.11699,0.33952,-0.16588,0.11478,-0.35165,0.52633,0.08271,0.42299,-0.34077,-0.30937,-0.12176,-0.37648,
-0.17271,-0.61528,-0.26528,-0.51538,-0.08693,-0.34489,-0.30496,-0.49181,-0.21005,-0.20725,0.06498,0.24865,-0.1523,0.10812,-0.31392,0.5168,0.11631,0.41165,-0.31417,-0.33122,-0.08516,-0.41308,
-0.07173,-0.5249,-0.20083,-0.44606,-0.07391,-0.32118,-0.23388,-0.58378,-0.19099,-0.23168,0.1119,0.29,-0.1725,0.1264,-0.30892,0.48635,0.08978,0.43453,-0.30769,-0.31784,0.01899,-0.46074,
-0.07079,-0.50993,-0.2039,-0.45108,-0.05154,-0.35489,-0.20076,-0.61573,-0.18249,-0.2309,0.08344,0.27153,-0.18249,0.15181,-0.26456,0.45807,0.11561,0.42517,-0.31461,-0.27694,0.03992,-0.38968,
0.18732,-0.58926,-0.0425,-0.31999,0.04501,-0.36899,-0.18528,-0.56128,0.16525,-0.19869,0.10709,0.23374,-0.01084,0.31369,-0.31069,0.47298,-0.03949,0.50025,-0.35765,-0.28492,0.10272,-0.42213,
0.18558,-0.63002,-0.04296,-0.32597,0.06154,-0.34015,-0.2017,-0.55262,0.1499,-0.18413,-0.14008,0.27128,0.10751,0.33,-0.11336,0.68199,-0.01467,0.51438,-0.40219,-0.25394,0.1324,-0.36368,
0.184,-0.6243,0.0058,-0.31589,0.05684,-0.36796,-0.16392,-0.55365,0.12087,-0.2615,-0.14597,0.31508,0.11313,0.29635,-0.11207,0.70647,0.0334,0.54233,-0.43934,-0.29593,0.1324,-0.36368,
0.22457,-0.57867,0.02186,-0.30472,0.10664,-0.37364,-0.02626,-0.25142,0.09903,-0.2614,-0.14709,0.31772,0.14214,0.26092,-0.06376,0.74358,0.07165,0.5734,-0.47437,-0.30761,0.1324,-0.36368,
0.24771,-0.5789,0.04948,-0.37863,0.14372,-0.51864,-0.02418,-0.2792,0.10037,-0.27178,-0.15839,0.31331,0.15546,0.2426,-0.10998,0.65725,0.0964,0.41178,-0.5235,-0.33099,0.1324,-0.36368,
0.2444,-0.59569,0.02222,-0.40948,0.17988,-0.50746,-0.10352,-0.27085,0.08701,-0.30024,-0.12797,0.27962,0.18316,0.21904,-0.13441,0.64092,0.08994,0.43275,-0.52755,-0.35373,0.1324,-0.36368,
0.1757,-0.63324,-0.21434,-0.32367,0.02599,-0.36436,-0.35913,-0.15657,0.06589,-0.2808,-0.0516,0.33144,0.14519,0.20262,-0.11318,0.68197,0.10259,0.42441,-0.55346,-0.39274,0.09115,-0.42543,
0.16357,-0.60476,-0.22528,-0.28869,0.12951,-0.28081,-0.37297,-0.11817,0.06432,-0.26169,-0.06367,0.37584,0.15266,0.25707,-0.10415,0.67445,-0.05682,0.51077,-0.56757,-0.35669,0.03992,-0.38968,
0.15596,-0.60152,-0.21577,-0.26282,0.1582,-0.24593,-0.35076,-0.07468,0.03155,-0.24102,-0.06037,0.34734,0.08785,0.34909,-0.10594,0.67492,-0.03209,0.64481,-0.52661,-0.40464,0.03992,-0.38968,
0.11493,-0.63797,-0.22905,-0.28676,0.12445,-0.25998,-0.34455,-0.04788,0.00431,-0.25249,-0.05673,0.33568,0.09836,0.35263,-0.10715,0.67649,-0.035,0.63024,-0.56736,-0.38786,0.03992,-0.38968,
0.16021,-0.67262,-0.20521,-0.303,0.24265,-0.27334,-0.36012,-0.013,0.1534,-0.06325,-0.0608,0.35456,0.08713,0.33067,-0.1115,0.70119,0.14061,0.73059,-0.56501,-0.34576,0.03992,-0.38968,
0.19009,-0.7042,-0.22646,-0.243,0.23294,-0.28814,-0.35196,0.02359,0.11834,-0.03114,-0.0606,0.37409,0.03976,0.35681,-0.07403,0.73179,0.12089,0.71307,-0.5317,-0.3265,0.03992,-0.38968,
0.1878,-0.68062,-0.16137,-0.28395,0.24949,-0.27462,-0.36217,0.0035,0.22017,-0.11295,-0.01683,0.38965,0.03914,0.33514,-0.09204,0.70763,0.09141,0.70191,-0.52331,-0.35113,0.03992,-0.38968,
0.2076,-0.72177,-0.13625,-0.29154,0.22913,-0.30463,-0.326,0.02349,0.25191,-0.10978,-0.03176,0.43235,0.01156,0.31507,-0.04734,0.70651,0.07219,0.72502,-0.48894,-0.30272,0.03992,-0.38968,
0.1988,-0.69264,-0.13391,-0.27937,0.26063,-0.35089,-0.32772,0.0606,0.26901,-0.11084,-0.16617,0.32194,0.03661,0.34094,-0.04984,0.66241,-0.0913,0.6461,-0.52474,-0.33595,0.03992,-0.38968,
0.20923,-0.71518,-0.10865,-0.26945,0.25749,-0.38067,-0.31916,0.05892,0.30462,-0.12866,-0.18311,0.35333,0.05179,0.34511,-0.11999,0.73099,-0.08571,0.7068,-0.55645,-0.28945,0.03992,-0.38968,
0.18898,-0.68405,-0.1088,-0.26686,0.30236,-0.34981,-0.3163,0.02613,0.26864,-0.08674,-0.17127,0.34222,0.01348,0.39175,-0.1259,0.72686,-0.07913,0.73994,-0.54639,-0.31602,0.03992,-0.38968,
0.19491,-0.68167,-0.09945,-0.25951,0.28337,-0.35953,-0.32969,-0.01483,0.23637,-0.05663,-0.12403,0.36391,0.04982,0.36453,-0.17153,0.72713,-0.05751,0.77736,-0.59112,-0.33749,0.03992,-0.38968,
0.1714,-0.6466,-0.18262,-0.28323,0.23915,-0.26797,-0.25429,-0.08952,0.25451,-0.01311,-0.15384,0.38142,0.10083,0.33039,-0.13639,0.68576,0.13477,0.76343,-0.58492,-0.3632,0.03992,-0.38968,
0.19022,-0.67498,-0.21893,-0.2609,0.2006,-0.30367,-0.28655,-0.08002,0.28654,0.0014,-0.15688,0.40687,0.14014,0.38003,-0.13038,0.67303,0.17049,0.72258,-0.55217,-0.37248,0.03992,-0.38968,
0.19832,-0.69068,-0.22551,-0.25285,0.20085,-0.30457,-0.27207,-0.07869,0.27065,-0.01057,-0.14911,0.4396,0.17309,0.37367,-0.12369,0.68008,0.15581,0.71935,-0.58233,-0.37504,0.03992,-0.38968,
0.03303,-0.67761,-0.26238,-0.2653,0.07379,-0.29199,-0.33179,-0.09509,-0.2348,-0.02891,-0.09917,0.2827,0.21093,0.38642,0.03572,0.63074,0.13217,0.75844,-0.59409,-0.39246,-0.01688,-0.51008,
-0.06121,-0.66908,-0.24089,-0.24151,0.07364,-0.26413,-0.3561,-0.1054,-0.25183,-0.04024,-0.09468,0.29222,0.26031,0.3582,0.02046,0.61063,0.12927,0.74962,-0.58383,-0.39839,-0.0311,-0.5401,
-0.06697,-0.69961,-0.19867,-0.27466,0.05726,-0.24006,-0.38894,-0.06854,-0.29373,-0.03872,-0.04754,0.30938,0.29989,0.39904,0.06531,0.64251,0.1355,0.72965,-0.60499,-0.40641,-0.0311,-0.5401,
-0.08596,-0.70013,-0.18732,-0.29843,0.07395,-0.28472,-0.40802,-0.05539,-0.18743,-0.08095,-0.05893,0.3406,0.26864,0.36073,0.03708,0.62923,0.13964,0.7168,-0.55505,-0.43252,-0.0307,-0.50405,
-0.10405,-0.67175,-0.19875,-0.27882,0.07102,-0.34178,-0.45275,-0.02413,-0.17807,-0.08962,-0.05723,0.33528,0.23857,0.32945,0.06705,0.6571,0.13708,0.69607,-0.53979,-0.40052,-0.02727,-0.4212,
-0.15107,-0.71981,-0.18617,-0.28415,0.08721,-0.34406,-0.45034,-0.011,-0.1741,-0.12792,-0.04077,0.37581,0.25563,0.31173,0.10441,0.68965,0.13543,0.69866,-0.50883,-0.39002,-0.02727,-0.4212,
-0.05621,-0.70562,-0.2211,-0.31713,0.23956,-0.30243,-0.31014,-0.1196,0.17345,-0.17304,-0.05412,0.3067,0.28171,0.29794,0.15269,0.66858,0.12031,0.74027,-0.55089,-0.39275,-0.02727,-0.4212,
-0.05787,-0.66494,-0.25582,-0.36319,0.23013,-0.32335,-0.31819,-0.10682,0.17832,-0.12626,-0.09641,0.29318,0.23183,0.28154,0.17382,0.7105,0.11959,0.77368,-0.56724,-0.37681,-0.02727,-0.4212,
-0.02529,-0.65259,-0.24239,-0.32274,0.27521,-0.32486,-0.27383,-0.11358,0.18425,-0.09561,-0.10622,0.25609,0.19803,0.26192,0.14859,0.719,0.1339,0.74347,-0.56922,-0.37474,-0.02727,-0.4212,
0.00678,-0.69352,-0.25479,-0.27474,0.24942,-0.3257,-0.28042,-0.13944,0.19408,-0.04596,-0.05425,0.32714,0.18237,0.26847,0.13932,0.70362,0.16849,0.69566,-0.58398,-0.36621,-0.02727,-0.4212,
0.02171,-0.70225,-0.2953,-0.38183,0.24263,-0.26016,-0.27485,-0.13229,0.17895,0.00121,-0.05209,0.3302,0.19965,0.27542,0.17208,0.68652,0.1994,0.65327,-0.60408,-0.35591,-0.02727,-0.4212,
-0.00615,-0.74069,-0.30041,-0.40855,0.22196,-0.25993,-0.26196,-0.10101,0.15863,0.00418,-0.02187,0.3733,0.13092,0.26486,0.22175,0.65051,0.12184,0.70797,-0.58256,-0.38236,-0.02727,-0.4212,
-0.02024,-0.74883,-0.27263,-0.38224,0.24524,-0.27284,-0.12987,-0.30797,0.25644,-0.10623,-0.04912,0.41913,0.07867,0.33017,0.0883,0.71764,0.08809,0.72642,-0.55444,-0.39446,-0.02727,-0.4212,
0.00622,-0.75329,-0.32146,-0.36195,0.3025,-0.39592,-0.10988,-0.29661,0.21119,-0.1491,-0.16125,0.31721,0.03075,0.32149,0.06608,0.71629,0.07772,0.76367,-0.55921,-0.35025,-0.02727,-0.4212,
-0.00734,-0.71124,-0.3413,-0.37918,0.33103,-0.40853,-0.11131,-0.28513,0.23795,-0.11528,-0.17314,0.32144,0.01885,0.31737,0.05091,0.73622,0.11948,0.76178,-0.51051,-0.33997,-0.02727,-0.4212,
-0.00094,-0.67854,-0.32099,-0.37104,0.29392,-0.40069,-0.12495,-0.28982,0.26972,-0.09043,-0.21416,0.32144,0.03379,0.34563,0.00525,0.76221,0.10313,0.78505,-0.52251,-0.37111,-0.02727,-0.4212,
-0.0459,-0.71277,-0.31199,-0.37089,0.32973,-0.39508,-0.13818,-0.29149,0.31365,-0.07083,-0.172,0.30017,0.01403,0.38013,0.03478,0.80229,0.11107,0.83408,-0.53413,-0.36274,-0.02727,-0.4212,
-0.01789,-0.70265,-0.32586,-0.36374,0.35437,-0.39326,-0.14732,-0.30375,0.35411,-0.11823,-0.2071,0.28801,0.04624,0.39277,0.0191,0.83597,0.11881,0.8228,-0.51696,-0.37244,-0.02727,-0.4212,
0.00867,-0.75146,-0.31367,-0.37073,0.38792,-0.41263,-0.13584,-0.28808,0.35943,-0.13853,-0.17121,0.27204,0.05136,0.34465,-0.02336,0.80503,0.12276,0.8014,-0.51117,-0.32593,-0.02727,-0.4212,
0.04366,-0.77723,-0.26961,-0.38391,0.36985,-0.3939,-0.15071,-0.30726,0.3705,-0.14261,-0.17551,0.25243,0.07637,0.32986,-0.11794,0.6624,0.11824,0.7707,-0.491,-0.31751,-0.02727,-0.4212,
0.04988,-0.75985,-0.24118,-0.4333,0.41784,-0.41591,-0.18598,-0.29254,0.3287,-0.17723,-0.20573,0.20108,0.03351,0.31757,-0.11669,0.66248,0.09924,0.76033,-0.53807,-0.34393,-0.02727,-0.4212,
0.01918,-0.71401,-0.1996,-0.2525,0.37374,-0.36933,-0.0628,-0.2058,0.14971,-0.13632,-0.18296,0.16819,0.10008,0.34089,-0.2359,0.65043,0.1338,0.79349,-0.49466,-0.35625,0.01899,-0.46074,
0.02295,-0.73352,-0.19658,-0.26966,0.32729,-0.37876,-0.01796,-0.22379,0.09885,-0.26726,-0.19835,0.20532,0.1057,0.35093,-0.2695,0.61971,0.13812,0.79466,-0.54458,-0.36196,0.03992,-0.38968,
0.02263,-0.74503,-0.20679,-0.23033,0.34185,-0.37552,-0.0863,-0.18483,0.13031,-0.25274,-0.20208,0.21056,0.1104,0.38429,-0.24162,0.66289,0.18165,0.77128,-0.55416,-0.34149,0.03992,-0.38968,
0.04947,-0.68712,-0.16532,-0.23458,0.29778,-0.37101,-0.092,-0.20441,0.10273,-0.2695,-0.24321,0.22388,0.10776,0.37334,-0.26369,0.69409,0.14064,0.81994,-0.51374,-0.36002,0.03992,-0.38968,
0.04056,-0.65063,-0.13735,-0.26989,0.3422,-0.38116,-0.09194,-0.18076,0.26747,-0.47077,-0.29078,0.26604,0.07208,0.39375,-0.23813,0.6492,0.18193,0.82161,-0.5076,-0.3354,0.03992,-0.38968,
0.03886,-0.6527,-0.20377,-0.26605,0.38635,-0.33274,-0.33012,-0.36413,0.23754,-0.50139,-0.29346,0.24749,0.04135,0.35677,-0.24931,0.6989,0.15481,0.77969,-0.54449,-0.37916,0.02588,-0.40534,
0.00707,-0.70188,-0.18888,-0.29732,0.35804,-0.30352,-0.32311,-0.37768,0.27095,-0.47236,-0.24938,0.22348,0.03917,0.38047,-0.22749,0.67251,0.18528,0.81349,-0.56416,-0.40359,-0.02727,-0.4212,
-0.01046,-0.66948,-0.20629,-0.26608,0.38604,-0.32636,-0.34236,-0.40072,0.2485,-0.49433,-0.14949,0.3226,0.03952,0.42107,-0.24544,0.68921,0.19815,0.82402,-0.56554,-0.44851,-0.02727,-0.4212,
0.03002,-0.69412,-0.27503,-0.3948,0.33996,-0.35103,-0.38911,-0.41097,0.25091,-0.48072,-0.15779,0.32759,0.08826,0.44225,-0.2611,0.72562,0.20484,0.80474,-0.59984,-0.49247,-0.02727,-0.4212,
0.02992,-0.66742,-0.31466,-0.42014,0.33817,-0.38318,-0.35525,-0.36188,0.29747,-0.49148,-0.11843,0.34515,0.05204,0.47726,-0.24781,0.68957,0.24189,0.83052,-0.55308,-0.45894,-0.02727,-0.4212,
0.00882,-0.68386,-0.35934,-0.43442,0.36789,-0.39066,-0.34552,-0.35357,0.30168,-0.50479,-0.09331,0.30268,0.03748,0.42988,-0.2507,0.6997,0.23848,0.79129,-0.56014,-0.41694,-0.02727,-0.4212,
-0.03157,-0.65033,-0.36172,-0.40335,0.39031,-0.38006,-0.31372,-0.3947,0.25365,-0.50326,-0.06478,0.33584,0.07733,0.44373,-0.22032,0.71085,0.10727,0.78939,-0.53067,-0.43534,-0.02727,-0.4212,
0.00424,-0.67013,-0.33488,-0.37417,0.43347,-0.39841,-0.30591,-0.3787,0.2866,-0.45527,-0.06729,0.37135,0.07279,0.39958,-0.25289,0.69401,0.07433,0.78681,-0.52032,-0.41234,-0.02727,-0.4212,
-0.01542,-0.64974,-0.30501,-0.37945,0.38455,-0.42379,-0.2746,-0.41563,0.37744,-0.40219,-0.07235,0.417,0.02421,0.40431,-0.2683,0.71072,0.12382,0.79559,-0.53843,-0.39874,-0.02727,-0.4212,
-0.04649,-0.62175,-0.30438,-0.39554,0.43402,-0.38604,-0.3182,-0.37619,0.37893,-0.40474,-0.10176,0.451,0.00855,0.44705,-0.23514,0.71208,0.08499,0.74756,-0.50035,-0.38196,-0.02727,-0.4212,
-0.01883,-0.65582,-0.30842,-0.37614,0.45419,-0.37431,-0.31225,-0.38172,0.37567,-0.38916,-0.1313,0.40969,-0.03415,0.47257,-0.2628,0.74019,0.09975,0.71933,-0.47219,-0.37175,-0.02727,-0.4212,
-0.055,-0.64123,-0.33628,-0.3839,0.45314,-0.38613,-0.30028,-0.39546,0.39647,-0.37955,-0.10198,0.41294,-0.06754,0.44898,-0.21369,0.71045,0.12202,0.72406,-0.48202,-0.40745,-0.02727,-0.4212,
-0.04394,-0.59651,-0.32363,-0.3602,0.4546,-0.38659,-0.28539,-0.4293,0.41075,-0.35686,-0.06787,0.4026,-0.116,0.43108,-0.16873,0.66635,0.08999,0.72929,-0.47585,-0.39747,-0.02727,-0.4212,
-0.05348,-0.61863,-0.34058,-0.39139,0.47776,-0.40337,-0.29442,-0.46751,0.41758,-0.38537,-0.07586,0.452,-0.09417,0.42823,-0.16593,0.67491,0.05479,0.74342,-0.44449,-0.42653,-0.02727,-0.4212,
-0.05089,-0.63012,-0.38083,-0.38241,0.4333,-0.37551,-0.28634,-0.43883,0.39009,-0.36792,-0.08996,0.48556,-0.04859,0.41655,-0.21454,0.66487,0.10374,0.70621,-0.47651,-0.3982,-0.02727,-0.4212,
